Ensembl_ID,Gene_Symbol,Score,Log2FC,P_Value,Adjusted_P_Value
ENSG00000163032,VSNL1,4.433509,9.474207,9.271173499559652e-06,0.001578785455145338
ENSG00000065618,COL17A1,4.433509,10.94785,9.271173499559652e-06,0.001578785455145338
ENSG00000114861,FOXP1,4.433509,5.9795914,9.271173499559652e-06,0.001578785455145338
ENSG00000144136,SLC20A1,4.433509,8.912166,9.271173499559652e-06,0.001578785455145338
ENSG00000067334,DNTTIP2,4.433509,6.3498306,9.271173499559652e-06,0.001578785455145338
ENSG00000170854,RIOX2,4.433509,7.5193906,9.271173499559652e-06,0.001578785455145338
ENSG00000168172,HOOK3,4.433509,7.3539996,9.271173499559652e-06,0.001578785455145338
ENSG00000133687,TMTC1,4.433509,13.984305,9.271173499559652e-06,0.001578785455145338
ENSG00000134897,BIVM,4.433509,13.344231,9.271173499559652e-06,0.001578785455145338
ENSG00000130816,DNMT1,4.433509,6.2701063,9.271173499559652e-06,0.001578785455145338
ENSG00000101191,DIDO1,4.433509,6.551668,9.271173499559652e-06,0.001578785455145338
ENSG00000100234,TIMP3,4.433509,10.642245,9.271173499559652e-06,0.001578785455145338
ENSG00000170946,DNAJC24,4.433509,8.389065,9.271173499559652e-06,0.001578785455145338
ENSG00000180488,MIGA1,4.433509,6.3046355,9.271173499559652e-06,0.001578785455145338
ENSG00000128641,MYO1B,4.433509,6.6248503,9.271173499559652e-06,0.001578785455145338
ENSG00000177058,SLC38A9,4.433509,9.837201,9.271173499559652e-06,0.001578785455145338
ENSG00000153922,CHD1,4.433509,5.171621,9.271173499559652e-06,0.001578785455145338
ENSG00000174238,PITPNA,4.433509,8.8656,9.271173499559652e-06,0.001578785455145338
ENSG00000173546,CSPG4,4.433509,31.266289,9.271173499559652e-06,0.001578785455145338
ENSG00000129167,TPH1,4.433509,9.816152,9.271173499559652e-06,0.001578785455145338
ENSG00000011007,ELOA,4.433509,6.8120623,9.271173499559652e-06,0.001578785455145338
ENSG00000146963,LUC7L2,4.433509,6.699902,9.271173499559652e-06,0.001578785455145338
ENSG00000198042,MAK16,4.433509,9.083707,9.271173499559652e-06,0.001578785455145338
ENSG00000139372,TDG,4.4226823,5.783672,9.748311198432079e-06,0.001578785455145338
ENSG00000162819,BROX,4.4226823,4.588881,9.748311198432079e-06,0.001578785455145338
ENSG00000136156,ITM2B,4.4226823,3.6771805,9.748311198432079e-06,0.001578785455145338
ENSG00000242516,LINC00960,4.4226823,8.676772,9.748311198432079e-06,0.001578785455145338
ENSG00000171970,ZNF57,4.4226823,9.685516,9.748311198432079e-06,0.001578785455145338
ENSG00000103415,HMOX2,4.4226823,7.604733,9.748311198432079e-06,0.001578785455145338
ENSG00000115541,HSPE1,4.4118557,4.4443917,1.0248851161718385e-05,0.001578785455145338
ENSG00000159140,SON,4.4118557,4.664769,1.0248851161718385e-05,0.001578785455145338
ENSG00000183431,SF3A3,4.4118557,6.9150577,1.0248851161718385e-05,0.001578785455145338
ENSG00000117395,EBNA1BP2,4.4118557,6.410343,1.0248851161718385e-05,0.001578785455145338
ENSG00000010322,NISCH,4.4118557,5.983082,1.0248851161718385e-05,0.001578785455145338
ENSG00000198000,NOL8,4.4118557,6.9674544,1.0248851161718385e-05,0.001578785455145338
ENSG00000109189,USP46,4.4118557,8.369864,1.0248851161718385e-05,0.001578785455145338
ENSG00000273559,CWC25,4.4118557,4.998655,1.0248851161718385e-05,0.001578785455145338
ENSG00000006715,VPS41,4.4010286,6.87939,1.0773879659970914e-05,0.001578785455145338
ENSG00000151746,BICD1,4.4010286,6.4600134,1.0773879659970914e-05,0.001578785455145338
ENSG00000132485,ZRANB2,4.4010286,5.098753,1.0773879659970914e-05,0.001578785455145338
ENSG00000070669,ASNS,4.4010286,5.043645,1.0773879659970914e-05,0.001578785455145338
ENSG00000215424,MCM3AP-AS1,4.4010286,6.6468205,1.0773879659970914e-05,0.001578785455145338
ENSG00000158417,EIF5B,4.390202,4.656398,1.1324530227763724e-05,0.001578785455145338
ENSG00000165732,DDX21,4.390202,6.2517457,1.1324530227763724e-05,0.001578785455145338
ENSG00000160208,RRP1B,4.3793755,6.573824,1.1901985564839451e-05,0.001578785455145338
ENSG00000065000,AP3D1,4.3793755,4.68419,1.1901985564839451e-05,0.001578785455145338
ENSG00000144381,HSPD1,4.3793755,4.9584045,1.1901985564839451e-05,0.001578785455145338
ENSG00000232164,LINC01873,4.3793755,4.5815077,1.1901985564839451e-05,0.001578785455145338
ENSG00000120694,HSPH1,4.3793755,5.6578536,1.1901985564839451e-05,0.001578785455145338
ENSG00000135829,DHX9,4.3793755,6.829695,1.1901985564839451e-05,0.001578785455145338
ENSG00000008128,CDK11A,4.3793755,7.254906,1.1901985564839451e-05,0.001578785455145338
ENSG00000198836,OPA1,4.3793755,7.004083,1.1901985564839451e-05,0.001578785455145338
ENSG00000075336,TIMM21,4.368549,6.85181,1.2507479506423631e-05,0.001578785455145338
ENSG00000088205,DDX18,4.336069,4.3991346,1.4505341735284414e-05,0.0015912234799515695
ENSG00000143771,CNIH4,4.2927623,3.905915,1.7646376656699825e-05,0.0016198904839791455
ENSG00000139343,SNRPF,4.2819357,3.9361503,1.8527442595592555e-05,0.0016198904839791455
ENSG00000066739,ATG2B,4.2602825,4.7230086,2.0416864295834625e-05,0.0016983013522881352
ENSG00000198707,CEP290,4.2602825,3.930651,2.0416864295834625e-05,0.0016983013522881352
ENSG00000167658,EEF2,4.249456,2.7242606,2.1429038919866158e-05,0.0016983013522881352
ENSG00000143815,LBR,4.2386293,5.55306,2.2488868356134003e-05,0.0017040795837448002
ENSG00000251562,MALAT1,4.2386293,2.1730957,2.2488868356134003e-05,0.0017040795837448002
ENSG00000166848,TERF2IP,4.2278028,3.8770473,2.3598466200881888e-05,0.0017525996688718991
ENSG00000236287,ZBED5,4.2278028,4.2995963,2.3598466200881888e-05,0.0017525996688718991
ENSG00000110619,CARS1,4.2061496,4.164479,2.597586136186694e-05,0.0017525996688718991
ENSG00000075413,MARK3,4.1953225,3.5413983,2.724833575093564e-05,0.0017974170047135045
ENSG00000111605,CPSF6,4.1953225,4.4375854,2.724833575093564e-05,0.0017974170047135045
ENSG00000196199,MPHOSPH8,4.1953225,4.519666,2.724833575093564e-05,0.0017974170047135045
ENSG00000085721,RRN3,4.1628428,4.519453,3.1430978102763864e-05,0.0018576965297857552
ENSG00000154473,BUB3,4.1195364,3.6836896,3.796357302896367e-05,0.0020472618798392963
ENSG00000144674,GOLGA4,4.1195364,2.7760026,3.796357302896367e-05,0.0020472618798392963
ENSG00000177879,AP3S1,4.10871,3.2951267,3.978760193229203e-05,0.00211625616829141
ENSG00000108848,LUC7L3,4.04375,3.8448567,5.2603064034303357e-05,0.0023341227452578573
ENSG00000107651,SEC23IP,4.032923,3.9193137,5.5087306566632814e-05,0.0023381334080574308
ENSG00000104635,SLC39A14,4.0220966,3.359121,5.768242037980423e-05,0.0023381334080574308
ENSG00000151914,DST,4.0220966,2.549809,5.768242037980423e-05,0.0023381334080574308
ENSG00000139746,RBM26,3.9787898,3.2487154,6.926691040809564e-05,0.0025523388234165115
ENSG00000048544,MRPS10,3.94631,3.8101788,7.936484516810695e-05,0.0027323007427458397
ENSG00000221914,PPP2R2A,3.9354835,2.9316444,8.302941608539991e-05,0.0027882787547224295
ENSG00000137962,ARHGAP29,3.91383,3.6214094,9.084357201822113e-05,0.0029804964361438042
ENSG00000089009,RPL6,3.8813503,1.5607034,0.00010387814373241575,0.00324503901012722
ENSG00000105323,HNRNPUL1,3.8813503,3.1422482,0.00010387814373241575,0.00324503901012722
ENSG00000008952,SEC62,3.8705235,3.3038712,0.00010860187439816156,0.0032946044227556348
ENSG00000103657,HERC1,3.8488703,3.1457763,0.00011866383704112096,0.0035067537122392065
ENSG00000152520,PAN3,3.8380437,2.7582722,0.00012401846001765105,0.0035201720258873997
ENSG00000154736,ADAMTS5,3.8001504,29.058973,0.00014460831108207555,0.003854978055995308
ENSG00000105974,CAV1,3.7839105,3.6275473,0.00015438341264683948,0.003919534888779554
ENSG00000132688,NES,3.7839105,8.668337,0.00015438341264683948,0.003919534888779554
ENSG00000119707,RBM25,3.762257,3.6191602,0.0001683867933093312,0.00420395127079567
ENSG00000160818,GPATCH4,3.7514305,9.256739,0.00017582849792580697,0.00420395127079567
ENSG00000263424,ENSG00000263424,3.7514305,8.3786335,0.00017582849792580697,0.00420395127079567
ENSG00000198590,APRG1,3.7514305,6.776444,0.00017582849792580697,0.00420395127079567
ENSG00000113615,SEC24A,3.740604,2.8357732,0.00018357866906514126,0.004375094216300851
ENSG00000156313,RPGR,3.7243638,7.1689625,0.00019580831350792988,0.00465154926108227
ENSG00000204301,NOTCH4,3.7243638,9.7105055,0.00019580831350792988,0.00465154926108227
ENSG00000072133,RPS6KA6,3.6702306,8.361569,0.0002423316554903944,0.005093446005015744
ENSG00000138386,NAB1,3.6485775,5.0592284,0.0002636964363149943,0.005418444902232777
ENSG00000035141,FAM136A,3.6431642,5.8196235,0.00026930701931006075,0.005418444902232777
ENSG00000185787,MORF4L1,3.6323376,1.8711941,0.00028086548329454034,0.0055260564329695444
ENSG00000102390,PBDC1,3.626924,5.1879783,0.00028681750779365134,0.0056281746283651955
ENSG00000116199,FAM20B,3.626924,6.3357725,0.00028681750779365134,0.0056281746283651955
ENSG00000165392,WRN,3.5944443,4.773493,0.00032508477074391173,0.006011830503769762
ENSG00000117862,TXNDC12,3.589031,6.2790465,0.0003319094926395115,0.00612271493538255
ENSG00000144677,CTDSPL,3.5782042,5.680981,0.0003459630273840675,0.006350248065375132
ENSG00000089682,RBM41,3.556551,5.7943788,0.0003757555752895831,0.006625494487444964
ENSG00000155760,FZD7,3.5511377,4.2564917,0.00038356972282310806,0.0067471740767074346
ENSG00000125249,RAP2A,3.5511377,5.754723,0.00038356972282310806,0.0067471740767074346
ENSG00000065534,MYLK,3.5348978,7.165448,0.00040793303737779923,0.007158691876834158
ENSG00000080608,PUM3,3.5186577,5.0479565,0.0004337358584762959,0.007324435479823712
ENSG00000275740,RBM27-POU4F3,3.4915912,4.4979362,0.0004801525951800663,0.007912429516568262
ENSG00000166532,RIMKLB,3.486178,4.255376,0.0004899751629439605,0.007912429516568262
ENSG00000168175,MAPK1IP1L,3.4482846,2.3231895,0.0005641592535866203,0.00872881374973393
ENSG00000115816,CEBPZ,3.4428713,4.232888,0.0005755732008384979,0.00889609792425695
ENSG00000118260,CREB1,3.437458,4.9658084,0.0005872018681325101,0.009066347757080427
ENSG00000104980,TIMM44,3.4320447,4.9403834,0.0005990489476269868,0.009239610908284297
ENSG00000131503,ANKHD1,3.4266312,2.626289,0.0006111181879064832,0.009406127442193954
ENSG00000137801,THBS1,3.4266312,3.901758,0.0006111181879064832,0.009406127442193954
ENSG00000153363,LINC00467,3.421218,7.8382654,0.0006234133947081187,0.009575422370277715
ENSG00000165959,CLMN,3.421218,6.065654,0.0006234133947081187,0.009575422370277715
ENSG00000077721,UBE2A,3.404978,3.6003728,0.0006616937443508246,0.009816452576835123
ENSG00000158711,ELK4,3.3941514,7.2698874,0.0006884162209883677,0.010192422927178478
ENSG00000196754,S100A2,3.3941514,4.6136255,0.0006884162209883677,0.010192422927178478
ENSG00000083799,CYLD,3.3833249,5.08964,0.0007161389308171004,0.010502464159670368
ENSG00000122566,HNRNPA2B1,3.3616714,2.1751404,0.0007747223468564327,0.010891814840295574
ENSG00000115221,ITGB6,3.3508449,3.3526847,0.0008056542872059837,0.011283741941000581
ENSG00000126247,CAPNS1,3.3400183,4.67641,0.0008377289806257759,0.011526721042639876
ENSG00000215301,DDX3X,3.3291917,2.6439846,0.0008709847468111081,0.01174240019970888
ENSG00000106344,RBM28,3.3237782,4.9900007,0.0008880678150800535,0.01196179583921866
ENSG00000243678,NME2,3.3183649,2.0026736,0.0009054610345270876,0.012184965615821719
ENSG00000163811,WDR43,3.3129516,3.4827425,0.0009231695171571973,0.012411967957702226
ENSG00000017260,ATP2C1,3.3075383,2.044187,0.0009411984489896242,0.012608475323908148
ENSG00000114030,KPNA1,3.285885,3.7676458,0.0010166250287275734,0.013107898276159357
ENSG00000083937,CHMP2B,3.2750583,3.209567,0.0010564014394566239,0.013573380582096586
ENSG00000153551,CMTM7,3.2750583,4.3394885,0.0010564014394566239,0.013573380582096586
ENSG00000157827,FMNL2,3.269645,3.5353746,0.0010768251281109715,0.013823777665480203
ENSG00000143162,CREG1,3.253405,3.4676936,0.001140308101691565,0.014111551516410857
ENSG00000163939,PBRM1,3.2479918,4.4426646,0.001162226315542965,0.014370758191182302
ENSG00000143155,TIPRL,3.231752,4.110534,0.0012303386601734201,0.015162205206607552
ENSG00000277443,MARCKS,3.2100985,2.2750494,0.0013268947845894467,0.015773288284065698
ENSG00000113430,IRX4,3.166792,31.217121,0.0015413053088899184,0.01764084217208167
ENSG00000125845,BMP2,3.1559653,9.628626,0.0015996786932154531,0.0182383120146231
ENSG00000213923,CSNK1E,3.1559653,4.074259,0.0015996786932154531,0.0182383120146231
ENSG00000126653,NSRP1,3.1559653,3.4501565,0.0015996786932154531,0.0182383120146231
ENSG00000142541,RPL13A,3.1451387,1.5533377,0.0016600810547552373,0.018387824336629225
ENSG00000154277,UCHL1,3.1451387,8.805833,0.0016600810547552373,0.018387824336629225
ENSG00000132321,DRC11,3.1451387,11.245584,0.0016600810547552373,0.018387824336629225
ENSG00000179454,KLHL28,3.1343122,3.926984,0.0017225755921952536,0.01903723032930222
ENSG00000105583,WDR83OS,3.1288989,3.224219,0.0017546276376432196,0.019362492885598367
ENSG00000073803,MAP3K13,3.1234853,3.1457047,0.001787227194320886,0.019648860880420695
ENSG00000131016,AKAP12,3.0693521,5.6187615,0.0021452350611263185,0.021563260723266996
ENSG00000100592,DAAM1,3.0639389,3.3437283,0.002184435156961183,0.021942361576654277
ENSG00000113140,SPARC,3.0585256,6.4471354,0.0022242908489999813,0.022297233096895335
ENSG00000198160,MIER1,3.047699,1.9139702,0.002306008253497641,0.02305384164660429
ENSG00000185009,AP3M1,3.0043924,3.2730553,0.002661118772853664,0.025616085333997226
ENSG00000175707,KDF1,3.0043924,6.3776402,0.002661118772853664,0.025616085333997226
ENSG00000228144,ENSG00000228144,3.0043924,7.775148,0.002661118772853664,0.025616085333997226
ENSG00000132334,PTPRE,3.0043924,3.7563732,0.002661118772853664,0.025616085333997226
ENSG00000140905,GCSH,2.9827392,6.8156743,0.002856813978874986,0.026903940950832882
ENSG00000198586,TLK1,2.9719124,1.9727176,0.0029595104337359576,0.027764905504052386
ENSG00000105849,POLR1F,2.9719124,6.7009907,0.0029595104337359576,0.027764905504052386
ENSG00000026025,VIM,2.9556725,3.2076542,0.003119881660845811,0.028421314069456045
ENSG00000122786,CALD1,2.9502592,2.625753,0.003175074443856649,0.02885295201871208
ENSG00000164574,GALNT10,2.9502592,8.352865,0.003175074443856649,0.02885295201871208
ENSG00000122257,RBBP6,2.9394326,3.1114159,0.0032881382687946674,0.029752315407048383
ENSG00000155189,AGPAT5,2.9394326,6.089757,0.0032881382687946674,0.029752315407048383
ENSG00000109321,AREG,2.9394326,5.9091754,0.0032881382687946674,0.029752315407048383
ENSG00000170006,TMEM154,2.9231925,2.4714506,0.00346462142807431,0.030840967559183443
ENSG00000117614,SYF2,2.9069526,2.5568871,0.0036496845453108983,0.031834556577044766
ENSG00000139324,TMTC3,2.9069526,2.3774612,0.0036496845453108983,0.031834556577044766
ENSG00000158526,TSR2,2.8852994,5.7060237,0.003910416326824227,0.033627990070552394
ENSG00000166197,NOLC1,2.8852994,5.686529,0.003910416326824227,0.033627990070552394
ENSG00000221909,FAM200A,2.8852994,4.4202285,0.003910416326824227,0.033627990070552394
ENSG00000115084,SLC35F5,2.8744726,2.4038746,0.004047027323543587,0.0341317783862329
ENSG00000141425,RPRD1A,2.863646,5.020198,0.004187956577870986,0.03521983289392242
ENSG00000115380,EFEMP1,2.863646,3.8312476,0.004187956577870986,0.03521983289392242
ENSG00000080802,CNOT4,2.8474061,2.9778879,0.004407709248404701,0.036398081286381154
ENSG00000053900,ANAPC4,2.8203394,4.006763,0.004797286183268131,0.038798413050886646
ENSG00000249437,NAIP,2.8203394,5.3973613,0.004797286183268131,0.038798413050886646
ENSG00000169139,UBE2V2,2.8149261,2.46191,0.004878843613631064,0.0394364295596349
ENSG00000169991,IFFO2,2.8095129,3.5220459,0.004961653337882216,0.039531144123533736
ENSG00000174953,DHX36,2.7986863,2.4624717,0.005131096909149186,0.04013609736876039
ENSG00000113658,SMAD5,2.793273,2.264597,0.00521776483293613,0.04079243024945199
ENSG00000145241,CENPC,2.7878597,5.088573,0.005305753206721247,0.04132725850422411
ENSG00000150347,ARID5B,2.7878597,1.6770716,0.005305753206721247,0.04132725850422411
ENSG00000139318,DUSP6,2.7878597,4.2156763,0.005305753206721247,0.04132725850422411
ENSG00000132341,RAN,2.7770329,1.9733667,0.005485761492908589,0.04252760326296816
ENSG00000168906,MAT2A,2.7662063,4.4035587,0.005671264023617848,0.042580588014724245
ENSG00000181924,COA4,2.7662063,5.129796,0.005671264023617848,0.042580588014724245
ENSG00000027697,IFNGR1,2.7553797,2.4667866,0.0058624060891201,0.04399335316040559
ENSG00000068745,IP6K2,2.7228997,3.2193947,0.006471168762851064,0.047079266193937624
ENSG00000123908,AGO2,2.7228997,1.8475215,0.006471168762851064,0.047079266193937624
ENSG00000118515,SGK1,2.712073,4.3771796,0.006686383972359191,0.04845414888454115
ENSG00000094880,CDC23,2.69042,5.247289,0.007136217468978374,0.05021178539124974
ENSG00000145012,LPP,2.6687665,1.7847844,0.0076130339309039485,0.05331288595404585
ENSG00000189079,ARID2,2.6525266,2.3136058,0.007989182946149205,0.05447538865357668
ENSG00000131051,RBM39,2.6471133,1.3961021,0.008118215005759473,0.05517697558652344
ENSG00000101654,RNMT,2.6471133,3.7957568,0.008118215005759473,0.05517697558652344
ENSG00000138777,PPA2,2.5713267,4.1008987,0.010130967074749645,0.0651698604686551
ENSG00000101773,RBBP8,2.5496736,3.9344563,0.010782383269677695,0.06914952048296771
ENSG00000120688,WBP4,2.5496736,4.8046236,0.010782383269677695,0.06914952048296771
ENSG00000149968,MMP3,2.5334337,30.173344,0.011295114334634372,0.0704502361370019
ENSG00000165072,MAMDC2,2.5334337,28.919033,0.011295114334634372,0.0704502361370019
ENSG00000108671,PSMD11,2.5226068,2.2570946,0.011648852404985977,0.07250355650213682
ENSG00000118971,CCND2,2.5009537,11.00916,0.01238593825146304,0.07506752403757912
ENSG00000143033,MTF2,2.490127,2.1686952,0.012769744684820531,0.07720366099136995
ENSG00000132661,NXT1,2.4684737,6.9828467,0.013569060511135989,0.0811923794669934
ENSG00000243927,MRPS6,2.4522338,3.674253,0.014197238738581102,0.08357705163397385
ENSG00000114573,ATP6V1A,2.4522338,2.0185475,0.014197238738581102,0.08357705163397385
ENSG00000075420,FNDC3B,2.4414072,1.6135577,0.01463015000262956,0.08595431269934567
ENSG00000054267,ARID4B,2.4305806,1.8521289,0.015074656534773707,0.0880080082998525
ENSG00000171862,PTEN,2.4305806,1.5324831,0.015074656534773707,0.0880080082998525
ENSG00000148358,GPR107,2.4197538,2.7033749,0.015531015412074153,0.08912088688497385
ENSG00000153250,RBMS1,2.4197538,4.0267997,0.015531015412074153,0.08912088688497385
ENSG00000145740,SLC30A5,2.4089272,5.380619,0.01599948775088446,0.091666704539383
ENSG00000088298,EDEM2,2.4089272,2.7139738,0.01599948775088446,0.091666704539383
ENSG00000161547,SRSF2,2.4089272,3.1135845,0.01599948775088446,0.091666704539383
ENSG00000176463,SLCO3A1,2.3981006,2.3774946,0.016480338721278645,0.09423896476223424
ENSG00000134001,EIF2S1,2.387274,1.4167633,0.01697383755993663,0.09450091325758239
ENSG00000040531,CTNS,2.3818607,5.170876,0.017225415181102308,0.09582934289004809
ENSG00000166226,CCT2,2.3764472,2.8362525,0.017480257581438063,0.09721049530422612
ENSG00000162825,NBPF20,2.3656206,3.12723,0.017999876187916812,0.09983715110835542
ENSG00000196588,MRTFA,2.3439674,5.676785,0.019079839248169257,0.10296702145031006
ENSG00000112249,ASCC3,2.3439674,2.197039,0.019079839248169257,0.10296702145031006
ENSG00000163785,RYK,2.3331409,2.808957,0.01964075900693729,0.10576233785951364
ENSG00000055044,NOP58,2.3331409,3.2259762,0.01964075900693729,0.10576233785951364
ENSG00000162604,TM2D1,2.3331409,4.2466626,0.01964075900693729,0.10576233785951364
ENSG00000096063,SRPK1,2.322314,3.186146,0.020216027967720526,0.10874118283619895
ENSG00000133226,SRRM1,2.3114874,1.9341495,0.020805944054429242,0.10893998205111499
ENSG00000110330,BIRC2,2.3114874,3.4273992,0.020805944054429242,0.10893998205111499
ENSG00000167601,AXL,2.2898343,2.809825,0.022030929839629003,0.11474410268253724
ENSG00000151422,FER,2.2898343,3.0337565,0.022030929839629003,0.11474410268253724
ENSG00000168092,PAFAH1B2,2.2681808,1.5806603,0.023318181848348895,0.11864650653967054
ENSG00000257621,PSMA3-AS1,2.2573543,2.9088511,0.023985946059586736,0.12158364973463247
ENSG00000144580,CNOT9,2.2573543,2.6787755,0.023985946059586736,0.12158364973463247
ENSG00000124357,NAGK,2.235701,3.3722425,0.02537136330499313,0.12500408942800215
ENSG00000171634,BPTF,2.2248743,1.5326799,0.026089673465554963,0.1282438506743314
ENSG00000160211,G6PD,2.1923945,5.90508,0.028351037329227696,0.13596719492913614
ENSG00000101361,NOP56,2.1869812,4.0827227,0.028743901830550894,0.1378065845062362
ENSG00000100764,PSMC1,2.181568,2.74879,0.029141445016066303,0.13957665852751885
ENSG00000198918,RPL39,2.1274345,1.4094005,0.03338398899341261,0.15383384609472137
ENSG00000198743,SLC5A3,2.116608,1.70093,0.03429313303982154,0.15557732078489503
ENSG00000198363,ASPH,2.116608,2.3439066,0.03429313303982154,0.15557732078489503
ENSG00000072501,SMC1A,2.116608,1.6325822,0.03429313303982154,0.15557732078489503
ENSG00000115760,BIRC6,2.1111946,2.0920012,0.03475558435961616,0.15762692280469257
ENSG00000125148,MT2A,2.0841281,2.9352248,0.03714852088060427,0.16404857876025364
ENSG00000100836,PABPN1,2.0841281,3.6215816,0.03714852088060427,0.16404857876025364
ENSG00000164300,SERINC5,2.0787148,1.2978768,0.03764357792576065,0.1661850933465908
ENSG00000075223,SEMA3C,2.0733013,2.0636551,0.03814423716999213,0.16804390233267852
ENSG00000126773,PCNX4,2.0733013,1.267823,0.03814423716999213,0.16804390233267852
ENSG00000075407,ZNF37A,2.067888,4.470735,0.038650547172190464,0.1702236915100704
ENSG00000171159,BBLN,2.0624747,5.584028,0.039162556706270626,0.17211955320995087
ENSG00000173064,HECTD4,2.0624747,5.4691133,0.039162556706270626,0.17211955320995087
ENSG00000139233,LLPH,2.0516481,2.7846825,0.04020387052947744,0.17405287684147525
ENSG00000111145,ELK3,2.0516481,2.540152,0.04020387052947744,0.17405287684147525
ENSG00000144426,NBEAL1,2.0408216,0.39792708,0.041268573058485886,0.17618735495873664
ENSG00000091409,ITGA6,2.0191681,2.7593267,0.04346973841566634,0.18494352284189053
ENSG00000198218,QRICH1,2.0191681,1.9539838,0.04346973841566634,0.18494352284189053
ENSG00000049618,ARID1B,2.0083416,2.231577,0.0446070063833231,0.185196157999433
ENSG00000095319,NUP188,2.0083416,3.3084679,0.0446070063833231,0.185196157999433
ENSG00000163938,GNL3,2.0083416,2.9402387,0.0446070063833231,0.185196157999433
ENSG00000144401,METTL21A,1.997515,2.8246193,0.0457692731922803,0.18959539688509494
ENSG00000105559,PLEKHA4,1.981275,4.8911386,0.04756044455124682,0.19673939772934573
ENSG00000162191,UBXN1,1.9650351,2.897508,0.049410184226944945,0.2001329172525599
ENSG00000134070,IRAK2,1.9650351,4.2964554,0.049410184226944945,0.2001329172525599
ENSG00000056586,RC3H2,1.9542084,1.7961909,0.050676578368620856,0.2051498964314361
ENSG00000113048,MRPS27,1.9487951,3.322722,0.05131990358807116,0.20764044233771617
ENSG00000185222,TCEAL9,1.9433818,2.790108,0.051970051442702156,0.2098686745333061
ENSG00000164151,ICE1,1.9433818,3.265368,0.051970051442702156,0.2098686745333061
ENSG00000124574,ABCC10,1.9217285,2.0820901,0.054639933585815585,0.2151811456993633
ENSG00000172239,PAIP1,1.9109018,2.346782,0.05601719841388598,0.22037010749829056
ENSG00000166033,HTRA1,1.9000752,29.282804,0.05742325349214884,0.22260571550672334
ENSG00000249378,LINC01060,1.9000752,31.057354,0.05742325349214884,0.22260571550672334
ENSG00000166813,KIF7,1.8784219,10.445722,0.06032347082280245,0.2302608124199765
ENSG00000138592,USP8,1.8784219,3.4983382,0.06032347082280245,0.2302608124199765
ENSG00000163607,GTPBP8,1.8567686,3.3393245,0.06334407865270873,0.23469711789679645
ENSG00000131746,TNS4,1.8567686,11.327298,0.06334407865270873,0.23469711789679645
ENSG00000169129,AFAP1L2,1.8567686,6.01478,0.06334407865270873,0.23469711789679645
ENSG00000144182,LIPT1,1.8513553,4.561435,0.06411845386113876,0.23750671202110465
ENSG00000151553,FHIP2A,1.813462,2.4053319,0.06976058326032984,0.25165585406607266
ENSG00000124882,EREG,1.813462,10.272406,0.06976058326032984,0.25165585406607266
ENSG00000128512,DOCK4,1.8026354,5.6829424,0.07144548841810543,0.25685609169487245
ENSG00000113580,NR3C1,1.8026354,2.713628,0.07144548841810543,0.25685609169487245
ENSG00000197601,FAR1,1.7863954,1.946721,0.0740352478548967,0.2638735277061842
ENSG00000050405,LIMA1,1.7809821,2.6125772,0.07491536604814854,0.2638735277061842
ENSG00000123136,DDX39A,1.7809821,2.566599,0.07491536604814854,0.2638735277061842
ENSG00000013441,CLK1,1.7809821,1.2889676,0.07491536604814854,0.2638735277061842
ENSG00000115419,GLS,1.7755688,3.774021,0.07580401049753231,0.26687635432726653
ENSG00000110400,NECTIN1,1.7593288,5.7598333,0.078521664634733,0.275852619268382
ENSG00000177189,RPS6KA3,1.7593288,1.9383702,0.078521664634733,0.275852619268382
ENSG00000091039,OSBPL8,1.743089,2.2902462,0.08131808416377391,0.27930172282750426
ENSG00000259820,ENSG00000259820,1.7376755,4.3859377,0.08226799081218084,0.28190905200389244
ENSG00000075089,ACTR6,1.7376755,3.767589,0.08226799081218084,0.28190905200389244
ENSG00000055147,FAM114A2,1.726849,3.496074,0.0841947931551915,0.2878441146832738
ENSG00000116984,MTR,1.726849,2.0606697,0.0841947931551915,0.2878441146832738
ENSG00000124225,PMEPA1,1.7160224,2.9837117,0.08615795743486743,0.29401154250752914
ENSG00000125826,RBCK1,1.7160224,2.4509559,0.08615795743486743,0.29401154250752914
ENSG00000141510,TP53,1.7051957,1.4066042,0.08815793541979457,0.294510887127037
ENSG00000117523,PRRC2C,1.6835424,1.7996187,0.09227013822015966,0.30776152648782823
ENSG00000111647,BLTP3B,1.6781291,3.3386211,0.09332190247102472,0.31046279075192446
ENSG00000225733,FGD5-AS1,1.6673025,2.4673674,0.09545428115768766,0.31046279075192446
ENSG00000165996,HACD1,1.6618891,6.5939837,0.09653500794054058,0.31335704686498844
ENSG00000169895,SYAP1,1.6618891,2.1492462,0.09653500794054058,0.31335704686498844
ENSG00000113013,HSPA9,1.6618891,1.3945532,0.09653500794054058,0.31335704686498844
ENSG00000197461,PDGFA,1.6564758,2.3208315,0.09762550114703308,0.31668812402822416
ENSG00000136451,VEZF1,1.6564758,2.6582735,0.09762550114703308,0.31668812402822416
ENSG00000006695,COX10,1.6402359,4.9269705,0.10095613907567587,0.32648892777023125
ENSG00000129084,PSMA1,1.6402359,1.8864413,0.10095613907567587,0.32648892777023125
ENSG00000101871,MID1,1.6294092,3.8913913,0.1032264213313284,0.3273119316720404
ENSG00000174749,FAM241A,1.6077559,1.6615342,0.10788864447003377,0.34150869980488835
